timestamp,pm2.5_ug_m3,pm10_ug_m3,ozone_ppb,no2_ppb
2018-08-04,69.75,264.97,29.61,28.77
2018-08-05,63.57,246.89,25.4,24.82
2018-08-06,50.64,131.76,27.42,26.59
2018-08-07,44.54,110.19,32.06,26.15
2018-08-08,36.7,76.04,31.12,25.24
2018-08-09,36.84,91.15,34.11,24.98
2018-08-10,46.24,115.63,31.83,34.82
2018-08-11,32.72,98.26,27.66,24.06
2018-08-12,25.7,83.58,23.92,23.5
2018-08-13,32.75,106.03,27.7,25.04
2018-08-14,46.85,126.7,32.47,29.49
2018-08-15,43.0,117.21,34.04,23.72
2018-08-16,36.49,88.06,31.87,29.32
2018-08-17,32.98,80.82,30.62,24.58
2018-08-18,32.11,77.4,30.9,26.17
2018-08-19,47.01,96.0,32.1,31.85
2018-08-20,61.1,125.39,39.36,32.54
2018-08-21,30.98,77.56,31.02,27.85
2018-08-22,29.75,74.91,25.33,28.18
2018-08-23,31.19,73.3,18.25,24.72
2018-08-24,23.71,88.0,19.29,24.6
2018-08-25,21.96,82.69,20.69,22.78
2018-08-26,23.96,77.21,24.77,19.92
2018-08-27,24.78,56.62,26.5,23.6
2018-08-28,29.26,58.76,21.91,25.52
2018-08-29,36.06,65.58,21.53,26.12
2018-08-30,41.26,95.47,27.06,28.28
2018-08-31,47.53,152.29,23.57,25.96
2018-09-01,45.19,110.35,19.58,28.51
2018-09-02,40.9,80.4,23.36,23.44
2018-09-03,42.06,72.38,26.15,27.63
2018-09-04,55.72,105.56,26.55,35.94
2018-09-05,39.77,101.8,20.64,30.63
2018-09-06,49.44,138.52,26.24,30.88
2018-09-07,42.11,87.03,28.23,37.91
2018-09-08,35.45,72.63,23.65,26.65
2018-09-09,29.1,56.92,26.36,23.58
2018-09-10,36.99,83.98,29.46,29.61
2018-09-11,28.33,78.11,23.21,26.0
2018-09-12,28.55,103.27,22.44,24.4
2018-09-13,27.49,115.88,23.11,23.21
2018-09-14,31.38,113.92,24.58,25.18
2018-09-15,37.48,125.81,25.86,27.72
2018-09-16,43.09,131.43,26.12,25.92
2018-09-17,55.86,157.59,35.01,29.15
2018-09-18,54.94,165.11,38.79,29.8
2018-09-19,58.63,175.12,40.04,37.36
2018-09-20,73.3,185.23,49.18,38.16
2018-09-21,46.73,112.51,30.31,26.7
2018-09-22,24.29,46.36,23.89,21.72
2018-09-23,30.71,54.77,28.89,19.88
2018-09-24,21.46,35.84,19.54,25.07
2018-09-25,21.45,49.41,22.48,25.67
2018-09-26,42.83,108.67,28.54,32.38
2018-09-27,71.44,171.42,35.24,37.42
2018-09-28,83.78,214.66,37.24,44.68
2018-09-29,92.46,230.62,41.92,46.15
2018-09-30,69.49,155.26,35.54,34.52
2018-10-01,65.78,177.08,38.52,40.86
2018-10-02,76.03,185.21,35.8,36.68
2018-10-03,63.37,177.17,36.72,42.57
2018-10-04,97.4,235.14,45.63,48.01
2018-10-05,121.12,270.61,44.88,53.69
2018-10-06,78.87,199.37,32.93,44.71
2018-10-07,81.14,221.03,42.38,44.81
2018-10-08,118.6,279.23,51.05,56.21
2018-10-09,103.26,263.89,52.46,54.24
2018-10-10,93.36,256.14,43.9,47.73
2018-10-11,70.42,208.39,37.04,37.74
2018-10-12,67.93,172.04,42.01,44.48
2018-10-13,132.93,264.13,42.0,49.89
2018-10-14,91.88,217.12,40.16,47.34
2018-10-15,115.96,280.24,44.92,55.44
2018-10-16,139.18,342.5,54.38,64.18
2018-10-17,137.29,323.31,44.29,52.81
2018-10-18,143.2,337.98,44.65,57.64
2018-10-19,137.73,313.84,51.05,54.31
2018-10-20,168.87,328.13,47.64,54.04
2018-10-21,141.15,294.36,42.61,55.77
2018-10-22,121.65,274.68,41.32,55.49
2018-10-23,119.4,302.16,44.7,63.32
2018-10-24,174.04,384.46,56.09,77.72
2018-10-25,168.82,368.33,62.29,72.23
2018-10-26,203.12,396.01,53.02,74.04
2018-10-27,206.05,408.94,52.9,77.3
2018-10-28,205.0,375.23,52.78,57.66
2018-10-29,231.83,427.06,53.2,62.22
2018-10-30,263.39,459.45,50.55,70.46
2018-10-31,225.17,405.94,47.05,68.02
2018-11-01,236.67,416.97,45.98,71.63
2018-11-02,205.44,373.61,46.13,65.98
2018-11-03,159.56,298.85,45.43,47.39
2018-11-04,97.27,179.85,51.96,34.18
2018-11-05,361.98,500.01,45.0,48.25
2018-11-06,177.88,312.87,45.01,43.78
2018-11-07,175.43,300.54,51.22,45.14
2018-11-08,420.3,509.73,38.35,64.57
2018-11-09,300.91,440.76,47.94,68.25
2018-11-10,288.86,447.4,42.55,79.5
2018-11-11,256.68,425.12,51.68,70.55
2018-11-12,271.7,464.28,53.37,71.88
2018-11-13,265.06,441.43,37.8,74.72
2018-11-14,136.2,225.77,31.95,59.36
2018-11-15,98.53,175.95,32.95,47.83
2018-11-16,138.49,230.56,40.74,42.41
2018-11-17,135.21,255.42,36.97,51.93
2018-11-18,166.43,313.67,39.51,61.82
2018-11-19,179.79,319.12,51.15,56.73
2018-11-20,224.1,374.77,46.03,63.96
2018-11-21,209.96,349.54,40.22,63.79
2018-11-22,139.02,292.92,37.22,74.93
2018-11-23,187.85,331.22,40.01,61.06
2018-11-24,107.73,223.33,37.48,46.57
2018-11-25,133.62,268.83,37.17,58.16
2018-11-26,200.69,362.41,39.8,68.3
2018-11-27,205.53,378.23,34.02,78.94
2018-11-28,193.1,356.12,34.61,69.6
2018-11-29,205.17,363.12,35.79,63.68
2018-11-30,190.36,340.56,35.79,56.74
2018-12-01,147.48,297.66,35.45,56.43
2018-12-02,164.63,331.5,39.35,67.18
2018-12-03,178.87,356.2,38.44,66.91
2018-12-04,211.57,393.74,38.12,74.17
2018-12-05,181.62,345.32,32.33,65.87
2018-12-06,218.06,395.33,40.87,71.73
2018-12-07,193.81,353.86,32.45,54.83
2018-12-08,202.83,358.72,37.6,59.06
2018-12-09,226.35,388.23,39.85,65.3
2018-12-10,264.63,453.77,42.51,66.58
2018-12-11,274.97,461.98,41.9,68.87
2018-12-12,209.63,327.23,36.34,55.1
2018-12-13,94.29,162.44,24.89,42.59
2018-12-14,113.42,196.85,27.74,45.22
2018-12-15,122.69,211.8,29.58,47.31
2018-12-16,150.28,252.01,32.7,50.86
2018-12-17,182.78,322.5,32.85,58.08
2018-12-18,204.08,339.38,37.13,61.34
2018-12-19,205.22,351.7,37.05,63.77
2018-12-20,258.1,429.33,40.5,68.97
2018-12-21,252.2,403.18,38.38,66.03
2018-12-22,326.79,502.83,44.98,78.71
2018-12-23,401.58,560.68,50.65,77.63
2018-12-24,378.68,546.59,43.25,75.26
2018-12-25,268.2,399.37,36.37,61.2
2018-12-26,241.0,366.1,39.09,65.2
2018-12-27,290.1,453.45,40.96,78.43
2018-12-28,249.23,387.84,37.38,60.59
2018-12-29,248.12,399.14,39.29,64.97
2018-12-30,336.42,503.99,42.87,76.89
2018-12-31,319.69,494.51,41.44,70.54
2019-01-01,287.34,461.02,39.58,69.46
2019-01-02,331.2,515.72,43.3,75.06
2019-01-03,355.4,519.34,39.77,66.2
2019-01-04,246.46,388.79,28.75,57.53
2019-01-05,262.53,411.49,36.33,60.35
2019-01-06,174.26,254.66,31.48,51.94
2019-01-07,181.74,283.88,27.11,52.45
2019-01-08,156.26,242.02,27.37,48.95
2019-01-09,143.66,238.94,30.9,49.49
2019-01-10,165.95,278.87,30.92,58.22
2019-01-11,278.95,432.2,35.61,76.71
2019-01-12,311.03,465.89,39.78,85.14
2019-01-13,272.45,403.32,37.53,66.11
2019-01-14,94.44,173.94,31.33,42.16
2019-01-15,134.57,229.1,29.85,52.45
2019-01-16,271.96,424.07,33.75,83.75
2019-01-17,358.91,519.49,39.76,84.74
2019-01-18,237.22,364.61,30.35,68.58
2019-01-19,262.68,402.21,34.75,77.9
2019-01-20,314.59,478.43,45.03,106.04
2019-01-21,175.49,289.4,32.77,63.04
2019-01-22,53.25,72.61,27.01,38.56
2019-01-23,135.68,211.71,26.51,48.14
2019-01-24,130.59,218.93,30.57,44.11
2019-01-25,81.2,136.43,30.01,40.03
2019-01-26,101.61,169.32,35.41,38.43
2019-01-27,136.47,217.45,33.34,45.27
2019-01-28,126.48,212.42,33.6,49.13
2019-01-29,142.0,235.85,33.83,51.47
2019-01-30,206.14,334.21,35.84,63.7
2019-01-31,204.25,335.07,37.52,65.7
2019-02-01,178.68,265.65,33.12,50.75
2019-02-02,177.32,266.3,30.88,35.89
2019-02-03,131.1,209.41,29.44,34.53
2019-02-04,144.62,248.49,33.42,52.85
2019-02-05,256.33,408.32,46.33,75.89
2019-02-06,177.25,270.92,34.4,50.55
2019-02-07,65.65,107.83,30.25,30.8
2019-02-08,72.29,156.6,30.59,39.24
2019-02-09,82.5,165.94,33.55,38.31
2019-02-10,143.31,255.47,33.03,49.26
2019-02-11,173.61,304.98,37.03,58.56
2019-02-12,208.64,357.36,43.29,66.37
2019-02-13,198.26,336.99,43.36,70.04
2019-02-14,153.73,237.08,32.61,53.15
2019-02-15,123.46,194.76,28.15,44.28
2019-02-16,112.34,181.64,26.45,33.33
2019-02-17,99.27,180.93,34.81,42.59
2019-02-18,109.11,215.05,33.69,56.12
2019-02-19,126.12,229.75,36.66,55.44
2019-02-20,102.3,185.4,23.68,51.88
2019-02-21,73.33,178.07,34.41,47.15
2019-02-22,73.9,147.86,28.45,33.95
2019-02-23,56.51,115.07,37.26,36.12
2019-02-24,89.34,161.89,38.02,46.26
2019-02-25,92.36,172.59,42.49,53.86
2019-02-26,59.97,120.3,32.19,50.31
2019-02-27,47.18,91.52,31.38,35.07
2019-02-28,96.38,180.46,35.95,45.02
2019-03-01,93.83,181.26,37.75,48.87
2019-03-02,109.6,182.54,25.07,62.05
2019-03-03,62.92,105.16,33.59,40.61
2019-03-04,105.93,180.84,38.13,40.1
2019-03-05,68.86,135.4,36.3,40.05
2019-03-06,83.45,168.32,33.71,45.3
2019-03-07,104.61,212.7,39.32,51.9
2019-03-08,92.07,199.28,37.86,51.75
2019-03-09,73.31,162.18,33.51,40.84
2019-03-10,73.98,163.8,44.11,44.17
2019-03-11,82.17,205.43,42.09,52.91
2019-03-12,57.28,129.4,37.15,37.45
2019-03-13,89.17,231.19,33.94,57.03
2019-03-14,111.2,217.74,28.81,48.81
2019-03-15,74.88,144.35,33.4,41.27
2019-03-16,68.64,140.6,43.66,40.6
2019-03-17,93.61,184.01,42.0,46.88
2019-03-18,100.32,202.01,43.21,50.33
2019-03-19,103.77,227.07,40.14,55.47
2019-03-20,89.82,237.61,40.41,54.67
2019-03-21,112.29,197.17,46.64,34.63
2019-03-22,38.43,119.87,46.73,32.19
2019-03-23,55.62,138.56,52.24,34.57
2019-03-24,53.28,133.47,42.57,34.25
2019-03-25,65.0,150.34,36.06,34.84
2019-03-26,75.82,169.16,41.35,40.8
2019-03-27,78.37,186.49,43.23,49.68
2019-03-28,116.55,260.26,48.44,60.18
2019-03-29,112.67,257.27,46.51,60.4
2019-03-30,102.27,238.99,51.49,53.75
2019-03-31,58.96,177.53,48.72,38.42
2019-04-01,59.08,170.14,54.95,38.55
2019-04-02,90.1,211.47,54.67,55.76
2019-04-03,85.02,206.04,51.06,54.91
2019-04-04,119.71,270.77,60.25,63.62
2019-04-05,125.44,281.53,57.0,64.7
2019-04-06,96.6,303.71,50.84,48.72
2019-04-07,152.91,355.22,53.16,44.64
2019-04-08,81.3,280.23,51.32,45.87
2019-04-09,87.74,225.5,57.86,53.88
2019-04-10,101.94,247.53,50.86,56.82
2019-04-11,70.25,204.19,48.59,47.54
2019-04-12,61.34,217.0,51.94,40.09
2019-04-13,55.93,175.93,45.3,37.89
2019-04-14,51.51,168.11,41.86,36.61
2019-04-15,54.84,187.59,42.3,41.92
2019-04-16,59.08,186.75,47.49,35.01
2019-04-17,22.14,62.49,45.44,26.84
2019-04-18,38.92,91.55,50.12,39.07
2019-04-19,71.62,155.39,45.45,47.56
2019-04-20,90.55,193.76,55.67,55.28
2019-04-21,95.24,219.06,50.13,58.95
2019-04-22,110.16,255.31,56.24,61.72
2019-04-23,104.17,277.28,53.24,63.45
2019-04-24,85.7,262.58,61.45,51.58
2019-04-25,86.41,274.39,65.26,39.89
2019-04-26,82.37,244.21,47.45,50.69
2019-04-27,73.06,301.82,52.16,39.8
2019-04-28,76.44,285.73,54.0,40.9
2019-04-29,84.04,274.83,50.32,52.04
2019-04-30,95.72,284.13,57.54,59.32
2019-05-01,111.57,323.97,65.95,63.15
2019-05-02,77.72,282.83,65.33,43.19
2019-05-03,52.16,149.1,64.36,49.82
2019-05-04,77.96,196.87,46.34,59.78
2019-05-05,101.25,249.97,52.97,55.16
2019-05-06,118.9,295.84,55.91,70.81
2019-05-07,128.78,378.89,40.32,69.77
2019-05-08,143.34,415.23,47.34,60.85
2019-05-09,137.2,414.7,50.71,51.13
2019-05-10,95.07,320.44,52.66,38.05
2019-05-11,101.83,289.05,62.02,42.02
2019-05-12,178.22,503.28,57.85,40.68
2019-05-13,170.81,351.28,67.84,50.88
2019-05-14,58.22,124.28,54.85,37.53
2019-05-15,84.81,191.04,41.85,57.75
2019-05-16,75.45,218.38,46.97,50.99
2019-05-17,92.53,316.4,46.42,45.67
2019-05-18,44.28,106.51,45.46,33.79
2019-05-19,81.99,162.83,59.34,45.8
2019-05-20,93.97,218.72,53.31,56.55
2019-05-21,77.78,194.58,55.06,47.58
2019-05-22,64.24,201.27,38.34,51.8
2019-05-23,92.4,230.0,55.29,52.71
2019-05-24,43.86,117.66,31.11,40.33
2019-05-25,43.66,118.65,51.47,34.52
2019-05-26,55.13,136.58,59.94,41.51
2019-05-27,64.66,172.68,53.59,53.92
2019-05-28,65.82,183.77,54.43,61.45
2019-05-29,74.8,202.75,57.99,65.84
2019-05-30,85.21,246.05,49.58,71.8
2019-05-31,88.57,337.77,58.49,56.83
2019-06-01,95.4,298.35,64.56,57.24
2019-06-02,73.36,219.79,60.84,32.22
2019-06-03,66.94,300.7,60.03,30.33
2019-06-04,54.95,171.58,65.82,36.0
2019-06-05,73.35,208.72,59.78,42.68
2019-06-06,70.61,236.45,61.04,44.85
2019-06-07,54.81,152.39,74.12,35.32
2019-06-08,69.75,187.62,63.64,51.0
2019-06-09,101.05,265.12,69.14,62.84
2019-06-10,74.48,233.49,55.95,61.53
2019-06-11,118.38,487.77,39.96,49.86
2019-06-12,59.86,240.88,62.12,30.46
2019-06-13,52.66,189.69,52.93,34.53
2019-06-14,53.79,188.21,59.31,37.07
2019-06-15,81.86,274.68,57.41,47.15
2019-06-16,42.06,160.96,46.81,20.56
2019-06-17,40.18,137.08,40.56,27.51
2019-06-18,30.39,84.53,48.99,32.32
2019-06-19,79.96,223.08,61.02,37.14
2019-06-20,42.76,130.88,68.57,31.19
2019-06-21,71.15,188.16,59.68,44.78
2019-06-22,68.27,177.16,69.18,44.12
2019-06-23,42.06,126.12,57.33,23.02
2019-06-24,26.29,85.68,37.78,25.93
2019-06-25,53.65,119.98,54.02,32.24
2019-06-26,67.36,155.9,46.26,37.39
2019-06-27,65.3,230.98,46.84,39.94
2019-06-28,61.21,239.15,38.39,38.37
2019-06-29,58.08,271.27,37.99,34.56
2019-06-30,65.24,270.03,44.4,33.03
2019-07-01,57.27,189.32,58.0,31.09
2019-07-02,71.68,233.25,64.82,28.13
2019-07-03,39.99,113.92,42.31,26.57
2019-07-04,36.82,87.8,28.2,29.23
2019-07-05,48.6,99.98,22.68,34.77
2019-07-06,34.25,87.5,33.71,29.91
2019-07-07,38.81,91.79,38.66,28.87
2019-07-08,49.12,148.79,35.11,32.85
2019-07-09,42.56,128.6,25.75,30.38
2019-07-10,69.21,278.71,28.65,31.36
2019-07-11,76.99,352.26,29.84,29.87
2019-07-12,76.35,363.7,28.38,26.97
2019-07-13,63.18,294.27,30.81,23.13
2019-07-14,63.16,280.99,32.77,25.1
2019-07-15,42.04,137.67,27.23,27.17
2019-07-16,31.51,79.22,30.05,27.54
2019-07-17,32.06,67.73,31.48,28.44
2019-07-18,32.92,78.08,30.75,37.14
2019-07-19,63.02,158.3,49.9,40.79
2019-07-20,46.43,117.84,29.1,37.1
2019-07-21,50.57,105.55,32.04,33.89
2019-07-22,60.38,119.66,34.79,33.03
2019-07-23,73.08,153.96,40.16,39.89
2019-07-24,63.26,156.93,33.1,40.29
2019-07-25,22.79,63.51,22.78,33.52
2019-07-26,30.63,61.26,27.72,31.61
2019-07-27,26.16,45.04,29.54,25.34
2019-07-28,21.13,46.35,30.62,21.89
2019-07-29,24.45,64.17,29.78,25.11
2019-07-30,30.1,82.81,27.42,26.92
2019-07-31,30.22,76.67,31.25,26.45
2019-08-01,34.26,85.89,32.51,28.4
2019-08-02,35.06,83.66,29.29,30.96
2019-08-03,38.54,80.35,27.74,31.0
2019-08-04,46.69,88.15,27.25,30.9
2019-08-05,52.2,104.96,28.66,34.64
2019-08-06,30.04,57.31,22.91,34.68
2019-08-07,32.63,72.98,29.87,31.82
2019-08-08,27.69,80.22,30.92,28.9
2019-08-09,14.59,61.47,26.17,22.08
2019-08-10,16.73,47.75,25.43,22.06
2019-08-11,25.53,67.15,26.21,25.93
2019-08-12,20.53,51.91,21.46,26.18
2019-08-13,21.68,56.18,20.73,27.12
2019-08-14,33.21,58.36,31.43,31.9
2019-08-15,28.78,56.28,23.58,25.03
2019-08-16,15.52,37.1,23.59,21.51
2019-08-17,10.24,19.51,16.51,19.1
2019-08-18,15.51,30.45,18.03,20.93
2019-08-19,38.55,86.13,28.06,28.59
2019-08-20,41.74,95.71,28.41,26.86
2019-08-21,46.69,129.46,31.18,32.68
2019-08-22,44.16,130.49,25.95,42.21
2019-08-23,50.49,142.76,28.57,40.32
2019-08-24,60.71,149.82,28.17,41.76
2019-08-25,33.49,67.82,24.22,31.71
2019-08-26,25.06,68.59,24.07,31.6
2019-08-27,40.68,107.99,36.98,34.48
2019-08-28,42.04,103.01,34.34,34.62
2019-08-29,33.92,90.29,30.97,30.6
2019-08-30,43.5,105.68,39.25,32.44
2019-08-31,57.16,123.23,33.71,40.79
2019-09-01,35.13,81.44,31.24,32.08
2019-09-02,46.15,101.79,39.18,31.91
2019-09-03,70.64,143.56,32.5,36.51
2019-09-04,73.33,150.39,36.13,36.99
2019-09-05,33.9,90.44,28.87,29.09
2019-09-06,35.81,89.47,27.22,30.05
2019-09-07,34.98,83.26,24.58,30.9
2019-09-08,32.83,77.01,32.4,26.84
2019-09-09,56.31,126.43,30.84,30.47
2019-09-10,64.48,144.47,40.53,34.12
2019-09-11,79.6,174.33,48.95,39.69
2019-09-12,57.83,132.61,32.08,34.01
2019-09-13,33.59,83.22,27.33,29.75
2019-09-14,26.65,69.36,28.64,26.05
2019-09-15,35.52,72.61,28.58,27.77
2019-09-16,56.6,129.47,35.4,36.18
2019-09-17,59.14,135.84,41.22,38.18
2019-09-18,35.41,97.32,37.19,31.3
2019-09-19,21.74,62.19,27.34,24.15
2019-09-20,40.33,106.47,29.76,31.73
2019-09-21,39.23,96.29,28.51,31.43
2019-09-22,26.51,65.65,21.15,30.66
2019-09-23,34.46,83.33,30.49,30.02
2019-09-24,35.88,96.22,28.92,34.98
2019-09-25,30.52,86.31,28.53,29.99
2019-09-26,22.9,69.49,24.16,27.25
2019-09-27,15.66,56.71,23.54,24.52
2019-09-28,22.52,66.98,22.22,26.18
2019-09-29,16.91,51.03,22.84,22.84
2019-09-30,29.42,81.97,26.67,27.89
2019-10-01,33.92,92.41,26.15,28.0
2019-10-02,40.16,96.13,34.94,29.72
2019-10-03,57.99,143.97,44.29,36.77
2019-10-04,43.07,94.9,32.54,34.07
2019-10-05,39.48,108.22,32.66,33.82
2019-10-06,58.75,140.15,40.18,36.98
2019-10-07,55.88,137.81,36.23,33.46
2019-10-08,44.85,116.56,38.81,33.4
2019-10-09,77.02,182.89,51.37,45.5
2019-10-10,100.82,215.18,53.51,50.32
2019-10-11,98.07,203.36,47.07,48.05
2019-10-12,103.45,209.42,44.45,48.54
2019-10-13,132.57,255.42,44.55,51.27
2019-10-14,116.33,239.47,43.59,50.83
2019-10-15,133.35,285.26,53.79,58.61
2019-10-16,146.37,279.78,55.69,53.03
2019-10-17,121.68,245.2,49.68,46.51
2019-10-18,90.41,203.39,42.7,39.62
2019-10-19,76.77,174.84,43.23,51.37
2019-10-20,98.05,203.14,33.47,48.83
2019-10-21,115.16,235.0,36.8,51.05
2019-10-22,93.51,213.26,39.48,50.05
2019-10-23,122.12,268.58,44.15,57.92
2019-10-24,173.56,346.51,57.94,67.36
2019-10-25,129.9,270.87,52.25,52.55
2019-10-26,148.73,290.6,50.59,56.43
2019-10-27,198.81,321.68,47.27,48.37
2019-10-28,301.39,420.35,42.79,48.45
2019-10-29,287.56,440.77,33.2,60.03
2019-10-30,279.32,454.35,34.86,63.87
2019-10-31,314.32,500.04,38.29,71.37
2019-11-01,388.45,584.15,49.77,73.61
2019-11-02,320.26,467.74,35.0,54.1
2019-11-03,582.28,706.58,33.91,49.67
2019-11-04,272.3,386.16,36.82,44.53
2019-11-05,190.41,296.98,39.23,44.32
2019-11-06,101.09,207.19,29.77,54.77
2019-11-07,182.47,292.56,23.72,51.64
2019-11-08,154.14,253.44,32.33,52.79
2019-11-09,140.8,230.5,30.42,44.01
2019-11-10,192.35,296.44,38.5,50.35
2019-11-11,252.48,380.54,42.35,61.36
2019-11-12,384.34,529.59,48.8,66.1
2019-11-13,383.36,541.19,39.52,73.6
2019-11-14,371.42,545.66,26.54,82.63
2019-11-15,423.52,576.12,37.71,59.35
2019-11-16,174.03,293.0,31.94,42.35
2019-11-17,96.34,165.5,27.01,33.78
2019-11-18,108.4,181.67,30.33,40.05
2019-11-19,126.92,218.13,31.56,52.79
2019-11-20,175.19,295.47,38.99,77.62
2019-11-21,217.7,363.77,48.43,91.65
2019-11-22,201.17,332.6,41.54,75.08
2019-11-23,130.41,224.14,25.58,52.7
2019-11-24,107.86,178.21,29.6,43.51
2019-11-25,122.37,213.67,31.86,53.29
2019-11-26,114.27,225.78,39.21,53.83
2019-11-27,65.7,128.1,30.2,42.94
2019-11-28,31.03,58.6,28.72,32.3
2019-11-29,53.79,100.29,24.66,41.9
2019-11-30,96.96,159.36,23.38,45.04
2019-12-01,123.66,192.47,32.28,50.39
2019-12-02,141.12,229.08,32.54,57.23
2019-12-03,140.07,241.56,32.57,60.85
2019-12-04,163.24,277.92,33.48,71.65
2019-12-05,271.99,416.79,42.41,91.53
2019-12-06,241.69,362.1,32.34,69.73
2019-12-07,233.79,348.44,33.69,66.41
2019-12-08,239.98,355.16,32.51,68.59
2019-12-09,200.33,311.58,29.47,68.28
2019-12-10,236.4,363.3,38.14,72.63
2019-12-11,299.85,452.65,41.46,85.56
2019-12-12,284.18,412.59,44.13,64.36
2019-12-13,94.62,124.26,29.14,41.21
2019-12-14,78.59,128.36,22.94,41.29
2019-12-15,94.67,151.57,22.96,39.9
2019-12-16,88.05,133.11,22.1,35.06
2019-12-17,93.07,140.23,24.27,32.7
2019-12-18,144.0,214.88,32.08,44.41
2019-12-19,261.16,385.13,28.22,55.64
2019-12-20,316.09,449.06,29.05,60.58
2019-12-21,249.87,353.94,23.62,50.24
2019-12-22,146.81,202.05,21.48,38.96
2019-12-23,171.47,240.19,23.8,39.83
2019-12-24,262.69,401.03,28.17,56.72
2019-12-25,166.71,258.28,21.13,39.77
2019-12-26,196.97,299.85,25.73,45.08
2019-12-27,240.07,371.45,27.55,54.6
2019-12-28,275.6,426.12,27.92,55.98
2019-12-29,326.79,500.15,35.11,57.76
2019-12-30,333.43,486.35,26.44,55.61
2019-12-31,245.53,338.18,28.07,47.5
2020-01-01,372.14,483.87,39.58,64.18
2020-01-02,327.04,439.31,36.5,64.8
2020-01-03,228.9,337.04,27.82,55.65
2020-01-04,220.6,327.22,29.94,57.67
2020-01-05,170.21,257.94,30.21,48.25
2020-01-06,159.64,247.47,21.99,51.19
2020-01-07,120.31,176.22,22.82,44.9
2020-01-08,117.98,145.85,17.63,38.64
2020-01-09,89.26,132.06,22.0,32.3
2020-01-10,130.82,203.54,27.25,45.12
2020-01-11,151.1,245.62,30.98,53.28
2020-01-12,207.23,325.36,32.47,59.91
2020-01-13,218.98,329.77,27.98,55.04
2020-01-14,115.62,163.67,21.62,38.08
2020-01-15,111.57,179.08,26.19,47.45
2020-01-16,139.06,197.9,18.63,44.21
2020-01-17,107.65,152.98,18.97,36.19
2020-01-18,125.3,198.24,19.93,43.78
2020-01-19,125.04,187.93,25.86,34.18
2020-01-20,142.18,225.67,24.64,38.21
2020-01-21,222.81,348.45,27.6,48.18
2020-01-22,198.88,296.98,24.63,44.3
2020-01-23,74.45,137.61,27.73,35.26
2020-01-24,79.83,151.81,30.53,44.0
2020-01-25,136.72,240.57,26.8,56.31
2020-01-26,201.2,309.09,32.7,50.94
2020-01-27,209.97,330.91,26.6,67.09
2020-01-28,104.45,149.12,23.29,42.01
2020-01-29,77.95,134.17,23.96,42.24
2020-01-30,91.56,168.43,24.23,45.04
2020-01-31,92.04,170.33,24.36,47.35
2020-02-01,112.13,201.19,29.22,44.25
2020-02-02,120.86,200.9,29.69,45.28
2020-02-03,138.5,243.43,33.94,53.71
2020-02-04,188.42,340.56,41.0,64.8
2020-02-05,150.08,255.41,32.03,53.35
2020-02-06,118.57,205.43,33.75,51.82
2020-02-07,150.15,253.82,34.75,58.46
2020-02-08,149.67,238.17,35.72,47.55
2020-02-09,151.43,247.62,36.29,50.75
2020-02-10,174.4,292.44,31.92,56.48
2020-02-11,176.57,306.12,37.22,60.12
2020-02-12,172.12,295.05,37.86,55.96
2020-02-13,95.72,179.78,36.8,41.59
2020-02-14,73.84,172.28,43.62,34.6
2020-02-15,83.07,174.78,42.21,44.57
2020-02-16,132.63,237.81,40.01,57.15
2020-02-17,158.69,282.84,38.6,61.17
2020-02-18,125.53,238.91,42.7,59.91
2020-02-19,138.46,286.39,44.29,59.9
2020-02-20,98.84,223.69,55.32,44.05
2020-02-21,53.11,85.49,39.58,33.27
2020-02-22,63.62,123.44,32.03,41.23
2020-02-23,105.71,182.2,35.15,42.24
2020-02-24,70.59,145.05,33.36,44.2
2020-02-25,127.75,224.02,35.32,46.76
2020-02-26,141.81,258.62,38.64,50.67
2020-02-27,107.28,203.77,36.36,46.15
2020-02-28,83.48,161.36,41.53,33.92
2020-02-29,60.01,115.82,37.35,33.98
2020-03-01,42.83,91.88,39.84,40.73
2020-03-02,99.34,203.51,36.64,50.23
2020-03-03,86.26,188.73,32.39,46.6
2020-03-04,82.9,193.79,41.77,45.62
2020-03-05,31.43,67.5,36.98,32.97
2020-03-06,21.32,38.5,33.52,33.71
2020-03-07,40.96,85.45,35.47,35.53
2020-03-08,72.1,140.22,34.59,37.14
2020-03-09,58.04,133.75,34.54,32.29
2020-03-10,84.35,160.91,47.66,30.22
2020-03-11,55.19,112.57,42.36,29.76
2020-03-12,56.92,155.18,34.27,36.74
2020-03-13,68.72,209.02,37.42,40.53
2020-03-14,39.41,85.26,29.17,34.59
2020-03-15,60.99,124.24,37.25,41.09
2020-03-16,61.61,144.37,38.38,41.52
2020-03-17,69.7,160.15,40.59,43.5
2020-03-18,68.93,162.56,41.73,45.86
2020-03-19,90.62,195.15,43.16,45.67
2020-03-20,90.31,200.79,48.23,51.26
2020-03-21,82.39,184.81,43.19,46.04
2020-03-22,78.61,134.46,47.67,29.85
2020-03-23,54.26,100.55,46.48,25.96
2020-03-24,55.85,103.62,38.23,27.07
2020-03-25,37.87,68.03,32.11,21.11
2020-03-26,45.69,75.81,30.59,16.58
2020-03-27,26.89,45.48,27.38,15.32
2020-03-28,21.23,34.15,25.06,17.52
2020-03-29,27.59,55.75,35.75,16.6
2020-03-30,35.08,64.66,40.26,17.52
2020-03-31,35.31,67.01,40.96,18.03
