timestamp,pm2.5_ug_m3,pm10_ug_m3,ozone_ppb,no2_ppb
2016-11-16,291.98,391.88,35.58,109.65
2016-11-17,351.47,412.95,37.74,96.23
2016-11-18,237.21,409.98,37.26,102.95
2016-11-19,285.71,412.35,48.81,114.11
2016-11-20,323.74,350.18,53.69,117.17
2016-11-21,340.61,439.26,50.47,128.85
2016-11-22,281.76,399.82,32.17,111.52
2016-11-23,174.56,443.12,38.25,98.73
2016-11-24,216.1,478.72,35.12,109.5
2016-11-25,136.21,399.13,40.07,68.9
2016-11-26,113.3,325.47,39.94,70.01
2016-11-27,128.7,336.16,38.99,71.29
2016-11-28,127.5,312.58,36.12,82.99
2016-11-29,236.58,489.62,40.89,133.28
2016-11-30,246.25,437.91,44.16,95.64
2016-12-01,263.61,473.72,49.44,83.15
2016-12-02,263.25,422.11,34.89,101.67
2016-12-03,196.6,432.38,34.86,97.75
2016-12-04,223.3,426.63,33.98,109.4
2016-12-05,204.6,417.29,31.6,78.79
2016-12-06,293.91,497.31,38.89,96.68
2016-12-07,283.61,414.27,53.91,81.86
2016-12-08,238.21,374.88,36.02,72.44
2016-12-09,295.62,502.98,38.31,71.44
2016-12-10,189.09,249.35,41.6,58.86
2016-12-11,199.12,294.81,37.83,50.79
2016-12-12,210.28,365.65,30.87,76.9
2016-12-13,209.91,438.88,32.12,76.81
2016-12-14,154.55,336.29,33.54,66.38
2016-12-15,167.64,345.07,34.65,61.53
2016-12-16,200.78,443.63,33.68,85.26
2016-12-17,229.35,450.31,33.35,88.54
2016-12-18,232.33,433.94,34.3,86.92
2016-12-19,236.24,445.54,31.86,88.02
2016-12-20,161.92,324.2,34.48,68.35
2016-12-21,131.95,291.75,33.78,66.67
2016-12-22,187.3,399.43,37.52,82.03
2016-12-23,364.15,616.99,45.0,122.88
2016-12-24,411.8,605.65,41.56,114.03
2016-12-25,232.41,346.57,38.99,59.88
2016-12-26,154.26,307.64,36.31,65.49
2016-12-27,213.2,395.37,36.9,93.45
2016-12-28,273.82,515.41,40.19,129.41
2016-12-29,339.96,535.68,55.09,108.76
2016-12-30,231.1,368.9,43.97,62.46
2016-12-31,211.16,353.61,42.84,56.66
2017-01-01,191.5,402.31,50.03,66.19
2017-01-02,247.79,440.18,47.86,95.55
2017-01-03,255.33,390.67,42.9,90.79
2017-01-04,248.01,341.15,41.13,91.07
2017-01-05,215.42,352.83,41.95,87.15
2017-01-06,194.12,278.62,44.04,65.86
2017-01-07,154.52,170.19,47.75,38.85
2017-01-08,136.98,218.67,45.09,52.31
2017-01-09,141.88,266.86,42.66,64.33
2017-01-10,108.26,239.51,36.04,59.2
2017-01-11,146.04,314.69,29.92,67.72
2017-01-12,216.73,423.24,32.17,79.35
2017-01-13,232.37,426.02,33.09,85.07
2017-01-14,309.28,318.52,29.53,84.75
2017-01-15,222.66,281.83,24.93,63.97
2017-01-16,188.08,284.88,33.86,60.94
2017-01-17,177.67,206.63,36.21,51.44
2017-01-18,218.63,268.67,34.21,66.94
2017-01-19,227.68,225.03,34.42,55.95
2017-01-20,217.55,207.03,39.1,63.7
2017-01-21,349.98,226.74,18.33,63.36
2017-01-22,286.6,360.04,19.1,63.71
2017-01-23,189.45,277.25,20.57,67.27
2017-01-24,230.94,386.49,37.93,92.12
2017-01-25,241.78,370.37,40.58,88.02
2017-01-26,135.87,166.57,34.78,50.39
2017-01-27,74.92,80.21,36.05,42.24
2017-01-28,109.13,144.49,36.87,45.82
2017-01-29,132.35,171.91,39.39,46.68
2017-01-30,166.71,276.2,36.47,65.43
2017-01-31,214.23,316.16,35.58,82.78
2017-02-01,136.02,251.31,34.75,64.08
2017-02-02,198.24,410.79,36.78,93.86
2017-02-03,194.99,427.02,39.02,88.38
2017-02-04,186.65,324.14,43.9,62.01
2017-02-05,146.49,286.46,44.68,49.57
2017-02-06,176.04,414.89,35.21,60.62
2017-02-07,77.85,218.27,36.12,55.29
2017-02-08,129.1,325.78,34.28,69.98
2017-02-09,133.12,303.04,36.78,67.24
2017-02-10,120.43,272.12,35.09,62.77
2017-02-11,129.09,275.18,31.87,58.31
2017-02-12,166.55,250.37,31.11,56.97
2017-02-13,130.62,268.92,36.88,73.3
2017-02-14,168.96,358.24,35.28,81.51
2017-02-15,183.98,386.01,31.92,82.14
2017-02-16,163.86,335.5,31.57,78.82
2017-02-17,112.02,330.9,32.42,72.55
2017-02-18,107.13,352.54,30.24,71.98
2017-02-19,109.38,364.83,29.1,68.84
2017-02-20,126.74,406.49,35.07,67.45
2017-02-21,106.92,303.47,33.71,60.72
2017-02-22,93.03,270.3,38.35,65.62
2017-02-23,182.29,158.96,44.58,55.22
2017-02-24,451.25,104.82,55.11,42.2
2017-02-25,425.22,103.74,55.2,46.64
2017-02-26,328.23,198.09,31.79,59.34
2017-02-27,178.5,255.65,35.64,72.8
2017-02-28,149.73,382.34,38.79,94.66
2017-03-01,127.9,359.47,45.24,79.46
2017-03-02,114.68,300.55,35.22,69.08
2017-03-03,67.83,181.19,32.02,56.64
2017-03-04,82.32,196.84,27.77,60.55
2017-03-05,90.6,229.62,31.88,61.48
2017-03-06,91.6,242.14,30.68,64.99
2017-03-07,112.41,307.78,34.43,65.16
2017-03-08,134.4,224.36,35.35,49.88
2017-03-09,106.45,142.78,45.45,39.68
2017-03-10,68.88,106.39,47.51,33.32
2017-03-11,37.49,110.65,47.14,32.0
2017-03-12,64.42,169.87,42.82,32.11
2017-03-13,74.58,182.79,34.2,27.78
2017-03-14,102.46,284.27,34.99,34.28
2017-03-15,112.71,319.97,32.01,42.06
2017-03-16,125.8,348.95,31.9,42.18
2017-03-17,114.07,288.64,32.6,38.7
2017-03-18,96.39,267.96,33.42,46.65
2017-03-19,120.43,350.42,31.83,51.65
2017-03-20,121.21,332.73,30.92,49.53
2017-03-21,128.51,365.67,28.61,51.94
2017-03-22,120.88,405.64,20.88,69.31
2017-03-23,151.17,342.53,31.7,70.55
2017-03-24,149.42,282.88,19.74,79.52
2017-03-25,168.23,254.71,22.26,83.82
2017-03-26,118.34,247.77,23.14,78.84
2017-03-27,156.38,218.98,23.49,79.24
2017-03-28,152.66,289.95,18.81,85.54
2017-03-29,113.62,311.56,15.36,75.87
2017-03-30,69.44,204.22,14.88,76.28
2017-03-31,91.19,285.69,22.61,84.22
2017-04-01,105.71,291.02,22.94,81.75
2017-04-02,83.36,210.86,34.73,77.96
2017-04-03,70.62,192.27,32.92,83.8
2017-04-04,84.4,234.82,31.95,73.67
2017-04-05,47.67,207.72,29.86,64.65
2017-04-06,62.44,252.48,30.66,67.13
2017-04-07,150.76,543.0,35.44,74.99
2017-04-08,151.25,410.15,36.52,77.6
2017-04-09,68.88,190.42,52.48,68.1
2017-04-10,129.15,237.88,54.89,72.06
2017-04-11,146.59,253.07,45.45,71.58
2017-04-12,107.69,309.37,33.49,61.17
2017-04-13,163.97,375.82,27.66,87.79
2017-04-14,184.69,371.87,43.31,110.15
2017-04-15,176.54,343.62,28.5,102.4
2017-04-16,175.23,409.95,40.1,102.55
2017-04-17,145.22,389.03,35.43,102.55
2017-04-18,152.84,400.78,28.65,88.05
2017-04-19,136.35,356.47,32.02,80.08
2017-04-20,152.99,324.19,49.2,93.15
2017-04-21,130.13,409.7,56.86,103.25
2017-04-22,110.54,263.66,,93.8
2017-04-23,103.42,260.82,55.86,75.05
2017-04-24,99.09,266.24,42.6,61.32
2017-04-25,96.07,287.92,50.43,69.59
2017-04-26,72.31,189.5,38.6,72.94
2017-04-27,93.14,271.06,41.04,73.49
2017-04-28,109.36,271.94,33.66,68.76
2017-04-29,126.74,303.75,40.95,85.21
2017-04-30,80.81,234.05,57.8,65.55
2017-05-01,85.8,211.83,42.85,70.38
2017-05-02,198.2,313.23,58.08,108.48
2017-05-03,145.74,367.73,43.78,97.21
2017-05-04,109.91,302.02,45.95,67.76
2017-05-05,207.4,429.32,50.69,75.66
2017-05-06,204.56,363.53,43.3,92.19
2017-05-07,220.77,376.33,42.33,92.34
2017-05-08,183.82,392.34,39.49,94.19
2017-05-09,109.76,334.65,43.99,65.21
2017-05-10,74.42,242.54,61.69,46.48
2017-05-11,94.28,263.87,68.53,62.22
2017-05-12,216.96,500.59,66.7,70.84
2017-05-13,198.09,356.85,63.83,87.53
2017-05-14,121.76,334.51,41.08,70.37
2017-05-15,135.54,381.35,34.75,75.55
2017-05-16,123.21,375.15,52.5,54.83
2017-05-17,78.18,287.99,48.38,47.84
2017-05-18,126.04,279.92,52.39,50.3
2017-05-19,139.1,329.12,45.33,58.93
2017-05-20,233.82,352.76,46.67,59.74
2017-05-21,178.44,505.07,49.89,52.38
2017-05-22,110.1,386.67,40.92,63.7
2017-05-23,118.43,326.02,39.59,84.21
2017-05-24,107.37,252.35,39.1,80.72
2017-05-25,113.9,222.88,30.8,65.71
2017-05-26,103.75,301.57,53.9,79.07
2017-05-27,69.88,317.07,53.22,50.12
2017-05-28,40.33,150.34,57.01,45.6
2017-05-29,48.95,150.23,49.0,55.2
2017-05-30,63.27,174.62,54.23,64.11
2017-05-31,56.38,137.62,50.95,69.98
2017-06-01,95.23,257.16,65.67,97.33
2017-06-02,123.44,354.35,45.77,131.55
2017-06-03,122.2,362.94,42.56,119.37
2017-06-04,121.1,436.35,29.97,92.68
2017-06-05,71.89,320.91,20.67,64.07
2017-06-06,80.37,348.79,26.41,57.63
2017-06-07,40.87,233.62,39.61,70.77
2017-06-08,41.83,,,79.9
2017-06-09,66.73,295.56,,76.52
2017-06-10,64.63,,,80.04
2017-06-11,43.02,,,77.07
2017-06-12,57.4,166.25,,106.23
2017-06-13,48.6,244.14,,96.64
2017-06-14,62.0,310.73,,86.9
2017-06-15,80.14,205.5,,139.09
2017-06-16,51.6,124.35,,80.43
2017-06-17,41.96,87.16,,70.93
2017-06-18,65.19,218.93,,56.65
2017-06-19,60.9,228.2,,36.63
2017-06-20,35.1,88.82,,99.75
2017-06-21,58.27,87.74,,63.2
2017-06-22,61.93,124.6,,36.35
2017-06-23,44.08,160.22,,103.29
2017-06-24,63.62,245.23,,83.84
2017-06-25,76.1,325.29,,71.42
2017-06-26,51.52,359.19,,53.97
2017-06-27,36.62,286.38,,54.02
2017-06-28,29.83,128.18,,58.02
2017-06-29,22.98,103.8,,35.01
2017-06-30,25.83,90.41,,32.97
2017-07-01,43.35,224.62,,17.4
2017-07-02,20.52,223.56,,11.37
2017-07-03,46.71,246.98,,20.06
2017-07-04,116.12,,,19.37
2017-07-05,50.81,,,14.86
2017-07-06,47.17,,,18.32
2017-07-07,41.42,,,18.21
2017-07-08,45.31,,,23.52
2017-07-09,58.46,,,21.16
2017-07-10,41.92,,,18.81
2017-07-11,33.04,,,21.44
2017-07-12,22.35,,,19.98
2017-07-13,22.44,,,21.59
2017-07-14,30.35,,,38.36
2017-07-15,32.02,,,77.47
2017-07-16,38.77,,,76.98
2017-07-17,33.56,,,86.61
2017-07-18,37.67,,,126.91
2017-07-19,55.96,,,137.15
2017-07-20,28.88,,,61.54
2017-07-21,23.12,,,23.67
2017-07-22,18.54,,,19.9
2017-07-23,22.65,,,18.22
2017-07-24,17.52,,,19.95
2017-07-25,22.17,,,18.1
2017-07-26,20.17,,,21.95
2017-07-27,24.42,,,25.33
2017-07-28,25.71,,,24.07
2017-07-29,27.25,,,22.87
2017-07-30,10.88,,,20.58
2017-07-31,17.1,,,26.19
2017-08-01,17.24,,,23.4
2017-08-02,27.56,,,26.54
2017-08-03,27.29,,,29.16
2017-08-04,42.65,,,33.74
2017-08-05,53.69,,,42.98
2017-08-06,61.44,,,41.75
2017-08-07,57.42,,,32.2
2017-08-08,36.58,,,29.91
2017-08-09,50.42,,,48.7
2017-08-10,48.6,,,64.0
2017-08-11,21.83,,,35.39
2017-08-12,,,,
2017-08-13,,,,
2017-08-14,26.54,,,88.07
2017-08-15,30.12,,,49.91
2017-08-16,35.23,,,64.66
2017-08-17,39.6,,,68.78
2017-08-18,46.25,,,60.15
2017-08-19,35.48,,,39.67
2017-08-20,22.15,,,30.28
2017-08-21,25.5,,,24.42
2017-08-22,46.0,,,38.7
2017-08-23,36.54,,,43.43
2017-08-24,47.79,,,45.26
2017-08-25,51.33,,,39.3
2017-08-26,62.33,,,37.65
2017-08-27,34.3,,,34.06
2017-08-28,23.82,,13.61,27.89
2017-08-29,15.23,,,69.8
2017-08-30,20.5,,,101.89
2017-08-31,41.62,60.15,27.78,50.7
2017-09-01,25.58,41.64,24.03,26.64
2017-09-02,20.06,45.86,25.0,26.09
2017-09-03,38.19,79.78,25.07,27.32
2017-09-04,47.89,84.29,24.93,25.85
2017-09-05,35.61,75.82,25.08,30.29
2017-09-06,39.41,85.23,24.95,35.92
2017-09-07,40.34,67.06,24.93,23.75
2017-09-08,51.7,101.89,25.88,16.52
2017-09-09,54.83,111.65,25.77,17.54
2017-09-10,60.46,119.5,26.39,19.76
2017-09-11,63.97,120.06,27.92,20.25
2017-09-12,46.65,103.84,24.84,16.56
2017-09-13,54.77,143.16,24.38,10.76
2017-09-14,80.47,186.11,26.98,31.88
2017-09-15,64.37,127.68,27.32,34.75
2017-09-16,51.56,82.26,26.7,36.6
2017-09-17,53.05,85.65,26.7,37.33
2017-09-18,60.83,102.29,30.08,56.67
2017-09-19,55.55,112.21,28.73,34.72
2017-09-20,70.81,111.9,31.95,21.49
2017-09-21,55.93,76.81,23.1,22.74
2017-09-22,11.81,18.59,24.88,22.4
2017-09-23,17.76,43.57,22.19,18.63
2017-09-24,35.5,81.42,22.63,17.01
2017-09-25,50.09,100.02,24.48,27.25
2017-09-26,66.12,114.15,30.45,27.52
2017-09-27,80.94,125.39,29.26,21.39
2017-09-28,75.4,102.91,34.06,38.55
2017-09-29,89.38,140.94,40.26,29.45
2017-09-30,74.2,125.73,38.44,26.08
2017-10-01,68.47,120.56,32.9,28.66
2017-10-02,63.41,128.15,30.1,25.2
2017-10-03,69.45,127.48,34.34,26.09
2017-10-04,76.81,138.81,35.79,28.99
2017-10-05,75.73,125.31,36.81,24.45
2017-10-06,79.81,111.43,38.67,27.44
2017-10-07,70.98,151.15,34.44,25.61
2017-10-08,102.2,155.03,35.32,24.51
2017-10-09,107.63,173.87,31.11,27.06
2017-10-10,105.88,158.68,30.89,31.67
2017-10-11,104.45,122.3,29.67,30.92
2017-10-12,106.85,186.91,35.14,31.1
2017-10-13,137.42,207.87,37.98,29.16
2017-10-14,147.07,208.87,42.39,30.14
2017-10-15,147.83,195.47,37.15,30.0
2017-10-16,152.61,213.98,30.49,58.53
2017-10-17,121.7,212.35,30.46,57.08
2017-10-18,152.16,204.03,35.86,63.15
2017-10-19,176.17,259.0,36.35,53.51
2017-10-20,426.52,387.13,41.14,54.76
2017-10-21,213.12,317.52,34.52,50.13
2017-10-22,146.01,201.91,34.88,55.88
2017-10-23,163.35,242.73,52.91,64.25
2017-10-24,188.24,331.64,86.13,81.33
2017-10-25,203.03,326.46,106.16,80.62
2017-10-26,178.91,290.41,99.71,90.56
2017-10-27,167.54,293.68,82.93,65.44
2017-10-28,198.37,329.05,110.71,84.45
2017-10-29,187.82,300.92,83.99,60.61
2017-10-30,196.37,308.22,88.38,69.51
2017-10-31,211.64,323.45,65.34,53.08
2017-11-01,179.17,265.9,56.79,46.83
2017-11-02,160.69,227.41,61.91,47.7
2017-11-03,168.16,239.73,62.16,46.49
2017-11-04,190.33,292.7,73.16,47.28
2017-11-05,209.61,334.64,86.74,60.56
2017-11-06,216.53,330.27,72.82,57.27
2017-11-07,517.93,654.68,56.06,65.17
2017-11-08,639.19,796.88,55.51,77.51
2017-11-09,495.9,652.21,86.62,81.67
2017-11-10,370.73,496.48,104.94,80.73
2017-11-11,363.77,511.44,95.54,78.61
2017-11-12,465.08,622.4,88.03,70.1
2017-11-13,354.56,498.63,94.42,65.77
2017-11-14,254.36,365.91,69.5,56.46
2017-11-15,192.04,279.26,60.28,57.85
2017-11-16,191.57,278.95,62.01,53.86
2017-11-17,150.79,220.08,47.92,47.38
2017-11-18,143.51,202.59,37.68,43.91
2017-11-19,128.65,190.51,47.8,45.6
2017-11-20,171.34,249.28,54.08,52.73
2017-11-21,178.08,253.38,57.13,54.75
2017-11-22,177.41,258.11,57.6,54.64
2017-11-23,175.56,251.23,54.34,55.04
2017-11-24,187.97,256.92,54.02,64.15
2017-11-25,185.31,268.09,48.1,76.48
2017-11-26,224.37,338.82,44.82,67.6
2017-11-27,198.34,328.09,41.09,68.93
2017-11-28,167.74,290.47,34.78,62.53
2017-11-29,215.17,327.64,40.91,75.37
2017-11-30,219.84,344.17,44.4,57.73
2017-12-01,190.45,309.07,31.62,56.83
2017-12-02,208.87,324.46,36.62,65.66
2017-12-03,240.87,359.22,37.61,65.83
2017-12-04,261.82,390.1,32.64,65.49
2017-12-05,230.56,358.86,50.69,64.61
2017-12-06,120.91,210.21,43.68,51.02
2017-12-07,88.95,170.12,41.43,45.83
2017-12-08,115.08,204.38,50.26,53.85
2017-12-09,165.76,268.35,68.58,70.14
2017-12-10,230.34,341.87,90.07,83.94
2017-12-11,218.87,338.45,66.07,71.25
2017-12-12,109.18,152.76,38.75,45.94
2017-12-13,134.99,203.48,46.28,40.27
2017-12-14,126.67,189.9,42.19,36.59
2017-12-15,127.57,194.15,38.04,34.73
2017-12-16,100.72,152.72,23.98,29.84
2017-12-17,95.58,163.65,36.4,37.37
2017-12-18,115.19,189.64,45.37,45.8
2017-12-19,168.33,257.19,49.68,54.84
2017-12-20,283.24,410.74,67.35,66.41
2017-12-21,293.14,435.23,66.06,61.63
2017-12-22,157.72,241.38,48.84,50.73
2017-12-23,117.72,181.59,43.85,50.97
2017-12-24,203.18,301.71,59.85,66.65
2017-12-25,259.0,368.35,56.1,58.92
2017-12-26,224.42,326.11,38.93,57.6
2017-12-27,224.27,317.87,58.98,65.61
2017-12-28,249.17,362.39,66.0,70.25
2017-12-29,227.28,347.63,61.36,59.7
2017-12-30,273.56,401.15,61.73,60.4
2017-12-31,306.17,445.58,76.45,66.97
2018-01-01,303.41,415.09,68.75,63.92
2018-01-02,277.48,422.59,68.68,53.73
2018-01-03,217.01,336.87,54.94,52.24
2018-01-04,248.54,377.61,66.31,61.57
2018-01-05,240.42,360.99,48.57,54.8
2018-01-06,252.57,378.9,39.65,59.12
2018-01-07,191.66,292.74,57.39,47.02
2018-01-08,152.98,259.13,54.55,51.6
2018-01-09,233.1,355.21,66.79,66.19
2018-01-10,186.26,294.24,58.51,60.21
2018-01-11,154.64,243.95,56.22,63.57
2018-01-12,168.87,281.06,62.37,65.3
2018-01-13,230.5,355.43,75.14,61.28
2018-01-14,191.47,308.74,64.8,54.37
2018-01-15,177.71,309.85,59.73,52.51
2018-01-16,133.56,231.04,54.0,46.86
2018-01-17,235.06,353.55,64.1,47.86
2018-01-18,276.25,428.08,72.89,55.08
2018-01-19,253.7,398.16,73.6,49.45
2018-01-20,152.33,252.92,43.18,38.87
2018-01-21,153.61,274.5,41.49,44.09
2018-01-22,202.11,352.68,68.33,56.45
2018-01-23,160.79,248.48,48.67,47.26
2018-01-24,130.16,192.19,42.04,35.33
2018-01-25,111.75,167.31,43.99,40.13
2018-01-26,128.45,207.66,44.09,38.17
2018-01-27,155.2,271.1,56.12,45.14
2018-01-28,150.96,248.26,54.01,47.6
2018-01-29,162.48,272.45,60.56,54.51
2018-01-30,126.84,212.59,56.85,47.59
2018-01-31,123.48,205.56,53.7,45.46
2018-02-01,157.33,298.58,60.7,63.88
2018-02-02,140.35,282.16,52.12,54.28
2018-02-03,115.05,239.61,52.29,51.46
2018-02-04,133.8,252.13,52.23,46.74
2018-02-05,163.6,308.37,43.11,63.42
2018-02-06,143.29,274.72,41.11,56.51
2018-02-07,131.49,246.92,49.34,54.53
2018-02-08,186.19,338.61,45.91,74.83
2018-02-09,203.33,348.94,49.11,74.5
2018-02-10,209.7,373.06,53.31,99.06
2018-02-11,148.13,300.96,43.54,62.4
2018-02-12,72.36,153.11,37.47,33.08
2018-02-13,103.93,170.12,38.83,46.48
2018-02-14,76.92,149.43,38.43,34.92
2018-02-15,94.49,173.59,40.95,38.54
2018-02-16,123.19,219.11,38.4,48.33
2018-02-17,127.8,244.27,44.13,49.9
2018-02-18,127.27,234.67,45.75,50.94
2018-02-19,172.55,315.75,49.74,71.76
2018-02-20,167.16,317.53,51.27,68.29
2018-02-21,172.99,346.46,57.47,92.54
2018-02-22,159.67,313.47,47.69,66.4
2018-02-23,163.75,333.99,48.62,70.77
2018-02-24,164.2,349.29,55.26,62.66
2018-02-25,106.26,222.46,43.87,42.88
2018-02-26,67.27,156.72,43.19,33.59
2018-02-27,85.53,178.51,40.51,43.12
2018-02-28,143.25,279.26,46.16,52.5
2018-03-01,120.71,256.86,40.69,51.74
2018-03-02,139.18,253.32,45.55,50.64
2018-03-03,98.25,205.92,38.38,41.07
2018-03-04,79.83,182.26,34.95,39.02
2018-03-05,76.96,164.74,40.45,39.58
2018-03-06,75.45,163.52,44.99,37.92
2018-03-07,87.62,178.53,45.24,45.6
2018-03-08,139.88,283.57,57.76,79.5
2018-03-09,134.76,274.89,52.43,65.86
2018-03-10,75.67,171.69,41.74,39.85
2018-03-11,88.3,183.74,46.28,41.81
2018-03-12,105.29,223.67,44.49,45.32
2018-03-13,109.22,245.66,43.79,56.5
2018-03-14,116.62,328.98,48.03,64.82
2018-03-15,108.98,314.72,37.77,48.86
2018-03-16,111.67,256.67,43.04,41.48
2018-03-17,81.57,170.16,37.89,32.61
2018-03-18,82.15,173.07,45.83,31.72
2018-03-19,81.93,197.13,44.89,43.85
2018-03-20,109.99,249.2,51.95,55.71
2018-03-21,133.53,280.94,52.82,45.33
2018-03-22,83.4,176.02,45.99,33.49
2018-03-23,64.2,151.45,46.6,34.53
2018-03-24,78.4,186.62,50.02,37.32
2018-03-25,85.34,190.95,54.47,34.66
2018-03-26,85.9,198.67,52.72,41.2
2018-03-27,111.26,256.4,49.55,60.75
2018-03-28,117.78,280.25,57.85,71.04
2018-03-29,95.98,217.49,57.43,41.56
2018-03-30,96.45,241.13,58.75,45.84
2018-03-31,101.59,292.49,67.56,44.76
2018-04-01,75.14,199.8,68.76,37.97
2018-04-02,96.38,241.96,64.33,48.52
2018-04-03,101.18,252.21,67.6,51.63
2018-04-04,111.82,262.69,65.46,52.51
2018-04-05,152.56,337.64,64.73,60.24
2018-04-06,100.5,231.2,54.04,44.92
2018-04-07,48.46,132.97,54.42,36.94
2018-04-08,50.27,137.52,56.29,34.29
2018-04-09,49.56,123.41,42.76,39.45
2018-04-10,93.89,251.98,60.94,45.16
2018-04-11,48.61,125.53,46.34,32.33
2018-04-12,46.21,109.03,48.2,40.94
2018-04-13,83.96,196.02,47.74,54.68
2018-04-14,97.16,235.01,47.69,59.41
2018-04-15,107.36,258.52,53.47,67.79
2018-04-16,119.75,334.05,55.85,76.17
2018-04-17,81.97,260.67,49.19,57.84
2018-04-18,73.44,256.18,51.01,40.44
2018-04-19,89.49,282.24,53.3,51.78
2018-04-20,100.01,385.04,48.98,40.56
2018-04-21,119.24,480.07,61.05,30.99
2018-04-22,62.06,208.53,60.81,31.63
2018-04-23,76.11,219.94,63.78,39.43
2018-04-24,108.64,274.05,59.45,57.07
2018-04-25,117.56,313.41,48.81,82.47
2018-04-26,142.82,397.1,65.07,78.5
2018-04-27,107.47,336.49,69.49,49.86
2018-04-28,84.13,316.52,75.5,36.11
2018-04-29,89.1,259.12,69.07,42.57
2018-04-30,79.3,214.51,60.39,46.42
2018-05-01,54.88,165.91,65.54,33.37
2018-05-02,66.74,189.28,64.55,34.14
2018-05-03,47.25,153.75,50.16,31.77
2018-05-04,49.09,123.82,59.09,30.44
2018-05-05,74.82,196.76,59.48,46.75
2018-05-06,110.48,290.63,57.57,53.69
2018-05-07,111.95,302.1,57.48,54.75
2018-05-08,61.0,177.71,61.42,27.66
2018-05-09,71.99,177.76,53.1,46.09
2018-05-10,93.45,215.34,57.78,52.15
2018-05-11,132.39,315.8,65.24,65.41
2018-05-12,144.33,353.5,67.9,74.13
2018-05-13,80.64,236.35,67.88,31.22
2018-05-14,49.22,137.39,56.2,40.3
2018-05-15,67.23,177.03,62.52,39.81
2018-05-16,78.74,221.21,54.41,41.79
2018-05-17,105.99,288.92,70.39,44.14
2018-05-18,96.96,241.99,58.67,53.88
2018-05-19,103.98,284.44,57.66,65.52
2018-05-20,83.66,228.61,55.77,45.88
2018-05-21,71.25,209.67,60.27,42.68
2018-05-22,91.16,243.14,59.41,59.07
2018-05-23,129.23,324.0,59.46,77.28
2018-05-24,114.13,298.07,53.43,57.51
2018-05-25,83.88,249.82,48.95,59.34
2018-05-26,103.02,263.49,49.85,64.88
2018-05-27,97.37,314.96,56.75,58.31
2018-05-28,117.56,290.96,59.11,54.01
2018-05-29,112.6,312.18,59.1,60.34
2018-05-30,65.76,295.94,59.9,33.21
2018-05-31,71.99,235.22,50.6,40.76
2018-06-01,79.98,233.97,58.87,30.14
2018-06-02,52.6,154.66,60.12,29.28
2018-06-03,59.52,140.21,57.87,31.51
2018-06-04,64.42,179.31,57.03,30.68
2018-06-05,61.72,152.57,48.46,27.67
2018-06-06,57.68,159.45,48.47,31.11
2018-06-07,73.77,165.33,60.18,33.8
2018-06-08,76.78,196.34,54.22,31.27
2018-06-09,52.79,136.75,41.95,27.39
2018-06-10,67.02,141.09,45.16,34.23
2018-06-11,73.22,218.14,46.66,34.85
2018-06-12,141.28,497.9,37.85,31.72
2018-06-13,261.77,743.98,27.45,25.75
2018-06-14,225.49,761.91,43.38,25.37
2018-06-15,153.28,613.34,40.15,24.61
2018-06-16,127.32,516.85,45.76,25.0
2018-06-17,84.47,289.18,44.56,22.78
2018-06-18,61.06,166.71,46.41,26.68
2018-06-19,52.76,152.06,53.39,26.52
2018-06-20,67.55,201.22,60.2,33.71
2018-06-21,76.98,273.16,66.75,34.82
2018-06-22,83.98,247.55,64.38,45.06
2018-06-23,81.33,242.29,66.18,44.23
2018-06-24,54.15,163.89,59.17,34.98
2018-06-25,46.9,155.61,39.06,34.92
2018-06-26,29.98,92.12,33.09,34.16
2018-06-27,52.48,111.4,44.04,31.0
2018-06-28,30.07,71.42,33.17,29.01
2018-06-29,37.11,84.12,31.43,30.43
2018-06-30,41.41,103.75,31.21,32.89
2018-07-01,34.18,97.81,28.09,28.46
2018-07-02,34.24,122.23,33.79,25.74
2018-07-03,44.55,109.65,39.78,37.27
2018-07-04,45.76,113.75,45.71,31.17
2018-07-05,50.41,133.6,41.14,38.05
2018-07-06,57.12,163.19,40.01,36.71
2018-07-07,61.93,158.13,53.82,34.43
2018-07-08,68.2,179.05,65.27,39.85
2018-07-09,70.48,169.96,54.8,35.14
2018-07-10,47.48,112.45,43.89,28.19
2018-07-11,39.78,102.39,34.6,31.82
2018-07-12,46.53,127.08,45.16,34.22
2018-07-13,28.44,61.6,26.96,31.94
2018-07-14,33.82,70.35,29.2,31.63
2018-07-15,37.76,78.42,28.01,28.9
2018-07-16,37.32,83.03,23.59,33.31
2018-07-17,34.26,84.78,31.96,30.73
2018-07-18,37.76,97.11,32.43,29.45
2018-07-19,35.04,83.54,31.96,27.41
2018-07-20,37.26,80.33,24.18,33.46
2018-07-21,50.21,95.93,32.23,36.48
2018-07-22,25.81,47.63,24.91,27.55
2018-07-23,32.39,69.73,26.11,28.74
2018-07-24,39.3,94.8,34.46,29.15
2018-07-25,34.7,80.13,21.39,27.58
2018-07-26,32.22,57.98,18.6,25.1
2018-07-27,21.75,35.79,19.82,23.41
2018-07-28,37.69,67.2,24.11,21.59
2018-07-29,44.03,116.89,26.19,25.02
2018-07-30,39.89,122.86,28.09,25.06
2018-07-31,50.59,165.4,27.81,28.84
2018-08-01,55.77,195.09,29.94,26.14
2018-08-02,71.5,268.29,29.3,25.2
2018-08-03,65.46,248.8,28.1,26.08
